Group,x,y,t,s
O,-3.010290206,183.5329351,0,1
O,-9.950914041,-26.93022989,0,0
P,17.49869353,-156.9185365,1,0
M,16.29296505,-308.9048141,0,1
M,18.75249931,-308.1936064,0,0
P,-19.10268133,103.8663628,1,0
M,10.01334275,-276.7334411,0,1
O,-13.35288571,207.8049497,1,0
M,16.69258784,-210.8065679,0,0
M,16.81263649,-218.5603377,0,1
M,10.22396741,-366.7103266,0,1
P,9.936426385,-63.49582801,1,0
O,-9.37171354,532.8106812,0,1
O,-7.837576508,239.3047513,0,1
O,-7.609788111,112.2750247,0,1
M,34.16727077,-303.5223654,0,0
O,9.108574414,317.1998899,0,1
M,9.41364117,-27.41695944,0,0
P,58.62699643,-31.00543035,1,0
O,-20.98933466,-47.30078709,0,0
P,15.56130194,14.42418772,1,1
P,0.199304088,171.2343402,0,1
O,-0.43340646,201.7233215,0,0
O,7.47900359,220.4167002,0,0
O,-4.641327829,227.6790666,0,1
P,23.93580713,61.25702977,1,1
O,-8.604148773,228.9289674,0,1
O,-18.77526088,280.332983,0,0
M,24.79855152,53.06123299,0,1
N,40.36902814,-550.8446364,0,1
O,-5.479354784,343.7870984,0,0
N,10.45417234,-283.105751,0,0
O,-10.19264215,148.7169311,0,0
N,25.83083328,-293.0616879,0,0
O,1.776191296,327.1069082,0,1
O,-1.135805409,179.9348204,0,0
P,-7.270989065,40.47850016,1,1
P,-14.40287663,-254.1468083,1,1
M,4.823121888,-133.682662,0,1
N,29.47472876,-442.789732,0,1
P,30.42136868,-302.3563363,1,0
M,10.22617833,-220.1939725,0,0
O,-9.498559837,-187.9304755,0,0
O,-17.87157701,320.2218449,0,0
P,28.02724495,-72.81712153,1,1
M,-1.958494352,-475.3709744,0,1
M,24.9023215,-168.2863658,0,1
M,20.44754867,-408.3975697,0,1
O,-10.86660585,438.7946217,0,1
N,27.13720927,-325.4464785,0,0
M,28.33125125,-227.5080434,0,0
M,24.92897384,-166.9901008,0,0
M,23.45994595,-348.2483975,0,0
M,21.93013327,-370.397079,0,1
P,16.87202023,124.3912062,1,0
P,-30.43831808,-83.96179862,1,1
M,27.95939036,-426.9781209,0,1
M,28.00415846,-446.3229715,0,1
P,5.165214354,152.677374,1,1
N,11.59474252,-276.2706444,1,1
O,-8.741186075,192.7270662,0,0
O,-16.42476149,50.6180159,0,0
M,32.54968237,-319.7864742,0,0
P,14.96534559,3.523464733,1,0
M,26.29590869,-306.955291,0,0
O,-7.449315221,211.3863587,0,0
O,-4.236612783,209.0944996,0,0
M,17.49650933,-374.4872039,0,0
N,9.065431173,-276.9620472,0,0
N,22.63379936,-191.3630857,0,1
P,15.07556886,-258.938621,1,0
N,-3.164397101,14.9350372,1,0
O,-14.68768049,141.6789648,0,1
N,11.86890512,-245.5582543,0,1
O,-9.470636226,-7.665664829,1,0
P,29.85254515,120.8507899,1,1
O,-12.29572625,345.0668453,0,0
P,4.665499145,56.34037084,1,0
N,19.62081879,-333.0270049,0,0
P,52.9206467,194.1851793,1,1
O,-11.68516675,301.667307,0,0
O,-12.05397587,193.0963269,0,1
O,-7.320857805,263.8870329,0,0
P,12.94775198,-277.4476094,1,1
O,-34.16543196,25.30300977,0,0
N,13.01790053,-369.4972794,0,1
O,-8.533335182,294.8228517,0,1
N,10.64775968,-187.6285969,0,1
N,39.61581315,-279.6631042,0,1
N,21.89116808,-483.6683653,0,0
M,17.68730323,-344.3116743,0,0
O,-2.362977879,386.2206931,0,0
O,-21.90487626,156.72694,0,1
P,16.29842978,193.0780846,1,1
O,-25.44683958,293.6719253,0,1
O,-19.0550617,93.10778551,0,1
O,1.34699072,157.8325876,0,1
P,-32.0185992,-108.7404698,1,1
O,-9.341086572,306.9360504,0,0
N,54.34968045,-687.8097311,0,0
P,-19.024984,-69.22032939,1,1
P,-8.746014536,-178.2251235,1,1
O,-21.70414849,65.153384,0,0
O,-10.14105308,168.4353473,0,0
M,17.7439877,-499.9285981,0,1
M,20.42674215,-446.8306872,0,1
N,38.22796759,-342.6350731,0,1
M,7.013507151,-282.1765343,0,1
O,-4.764947856,375.5317203,0,0
M,19.23892647,-268.0235137,0,1
P,33.22399488,-234.495502,1,1
N,32.2675477,-85.76042371,0,0
M,13.43715297,-363.0018644,0,1
N,-0.843955981,-180.5715659,0,0
M,-6.82847584,-96.89184042,0,0
P,-6.231123998,-119.4893079,1,0
N,19.07010232,-386.7033168,0,0
P,40.99674037,-272.1702039,1,0
P,-6.794945066,-103.1535465,1,1
N,33.30778437,-161.327502,0,1
M,13.76684126,-390.1314818,0,1
O,-16.30109095,128.2172652,0,0
P,18.60660076,47.06021759,1,1
P,3.239672138,-115.5998424,0,0
O,-4.983216185,109.6530341,0,0
N,15.66039517,-209.8462252,0,0
O,-1.641605924,431.1117353,0,1
M,10.34917044,-428.6694954,0,0
P,35.39275892,113.0161962,1,0
P,57.96692338,-108.200263,1,1
M,4.736034306,-407.3644632,0,0
O,-22.81870356,11.60805377,0,0
O,-15.40144541,187.875815,0,0
N,12.77617985,-220.7136309,0,0
O,-23.12419971,-43.06910369,0,0
P,30.03148735,-165.242127,1,0
P,28.07515727,-179.588707,0,0
P,22.67416722,37.13515253,0,0
O,12.04404841,438.3477995,0,0
O,16.13800235,325.0057546,0,1
N,12.90558729,-476.6198936,0,0
P,17.83664706,-55.92403969,1,0
O,5.630913017,352.8481356,0,0
O,9.987522612,470.2764847,0,1
M,15.30122312,-333.8136855,0,0
O,-30.95441943,-156.4534513,0,1
M,14.03106097,-322.8542482,1,1
N,48.49384747,-442.8815277,0,0
P,24.44613906,-156.8661364,1,1
O,-12.33047423,279.883615,0,1
P,42.57226551,-39.50892149,1,1
N,18.28789333,-286.9233288,0,1
N,45.45244553,-424.8537989,0,0
M,6.836240807,-217.4229165,0,0
P,11.98117172,-212.849547,0,0
N,34.37877055,-494.1837429,0,1
O,-17.80073118,14.53322295,0,1
M,13.42537146,-283.2510254,0,0
O,-7.144339515,303.1395922,0,1
O,-15.38056017,263.4765112,0,1
N,5.690473207,-424.971288,0,0
M,6.230684445,-170.6182125,0,1
O,-14.14839372,178.9677378,0,1
N,16.50190032,-365.300815,0,1
P,18.68025149,-118.7798263,1,1
M,10.68568029,-386.589359,0,0
N,39.32145362,-473.0648759,1,0
M,22.89609365,-271.1347629,0,1
M,9.918193866,-389.4232092,0,1
O,-0.649995769,231.8088943,0,0
N,27.91471876,-302.3680621,0,1
M,7.154819098,-266.3002139,0,1
N,30.39419798,-433.2682659,0,1
P,-21.5348779,-201.7615938,1,1
M,7.161633172,-393.9947468,0,1
O,-12.97323672,7.878085611,0,1
M,10.25129467,-278.1759069,0,1
P,28.31949645,-175.9644767,1,1
M,17.02407645,-521.8521084,0,1
P,-18.12801062,39.85456442,0,0
N,-3.302983019,-137.3210413,0,1
P,27.50423048,-97.87637312,0,1
O,-28.42762647,96.43387376,0,0
O,-4.495664274,411.5639575,0,1
O,-7.272189511,182.7002384,0,0
P,19.14139257,-37.11152116,1,0
O,7.651089249,6.216322956,0,1
P,6.540832309,-128.3282537,1,0
O,-15.06553313,80.32892139,1,1
O,-2.45029408,153.4109896,0,0
M,12.04727917,-193.3340073,0,1
P,40.82284634,-125.9333688,0,0
P,16.8687428,-220.2001976,1,1
N,1.476540155,-374.1397036,0,0
P,19.93104927,-125.4829257,1,0
M,10.01392689,-242.2627836,0,1
N,28.35735289,-528.7679203,0,0
P,-17.44840246,65.15176553,1,1
P,-3.360091732,31.03847,1,1
M,1.652748289,146.1655799,0,1
N,55.94238544,-375.2923109,0,0
P,-14.19623424,152.0721647,1,0
P,10.2559473,-74.53198718,1,1
M,7.835184717,-22.05008178,0,0
P,7.765759109,-349.1708506,1,1
P,33.77268452,90.68996885,1,1
P,-25.20228195,134.0286242,0,1
O,-2.076184899,241.1506772,0,0
O,-25.8959611,-110.0928882,0,1
M,-5.296251255,-179.4736318,0,1
M,1.445706971,-192.7846129,0,0
O,-11.31673095,410.7471668,0,0
N,34.68463413,-354.4206146,0,1
M,16.16363174,-322.0612421,0,1
P,-17.09355476,-36.70228961,1,1
O,-15.0607829,159.7064971,0,1
P,26.55871695,-74.7089483,1,1
O,11.02510065,595.0758294,0,1
N,15.90668231,-172.6091017,0,0
N,43.0977595,-325.2100188,0,0
N,9.028211536,-410.3575252,0,0
P,42.96472742,-178.2657006,1,0
O,-7.289073111,300.2775062,0,0
O,-5.022984164,343.4605731,0,1
M,19.60217292,-340.4680492,0,1
P,22.89241925,-69.93296879,1,1
O,8.667241628,290.6688074,0,0
P,26.85459648,19.27605461,1,0
O,-13.18344707,34.7419505,0,0
P,-3.6035583,-163.7079334,1,1
O,-7.608231385,-64.34619259,0,0
P,3.355240397,-80.09701336,1,1
M,17.80266914,-533.9487031,0,1
P,43.72029344,-484.3022394,0,1
N,41.08998484,-630.6964149,0,1
N,-16.870503,-96.01619644,0,1
P,23.67185793,-260.6664476,1,0
M,29.66330728,-426.1191264,0,1
M,14.68038975,128.427764,0,0
M,4.475238155,-109.121699,0,1
M,27.54011977,-326.7593595,0,0
M,3.189350831,-339.6397249,0,0
N,24.26282294,-393.6721794,0,1
N,27.99205157,-448.9652938,0,0
M,2.130230606,-375.9253137,0,0
P,54.4079309,65.85773768,1,1
O,-11.06823849,388.9696251,0,0
O,-1.168037007,475.1515416,0,1
O,-24.50989947,-66.02114172,0,0
P,30.25265583,-132.2092093,1,0
O,-31.16335022,60.00192294,0,1
O,-6.508494238,42.12152733,0,0
O,-3.972390254,300.5407035,0,1
P,31.43925546,-177.7131648,1,0
O,-19.44919346,264.5840211,0,0
M,15.19059019,-153.508901,0,1
P,44.40192426,-58.37659622,1,1
P,1.155484427,35.89340885,0,0
M,15.20498724,-454.1087877,0,0
O,-19.81155606,152.645148,0,0
O,3.364838376,276.463875,0,0
O,-29.97935389,289.7924318,0,1
P,47.30357507,-98.84923583,1,1
O,-8.405141568,337.5381658,0,0
P,-10.28651208,-200.567403,1,0
N,2.649713881,-351.2999139,0,0
O,3.807344608,338.4154474,0,1
O,-5.254301803,118.6770116,0,0
P,17.68669715,-151.2145575,0,0
M,18.10139697,-410.5889558,0,0
O,-17.75115224,211.0833268,0,0
N,5.40240901,-340.6449994,0,1
N,27.59694864,-443.6001121,0,1
P,16.33564232,-284.7856497,0,1
O,-29.6277219,246.3287305,0,1
O,-1.150908855,206.5380577,0,1
P,30.68779059,202.1087301,1,0
P,22.2078845,28.97686135,1,1
P,-6.769322891,2.855838182,1,1
N,19.17671843,-389.0904434,0,0
M,6.778784509,-310.2111639,0,0
N,36.72056431,-353.1470568,0,0
O,-16.31062851,68.20805752,0,1
N,14.06824375,-285.7175602,0,1
O,-5.102349238,140.7803164,0,0
P,-13.78531672,118.5645302,1,0
N,63.28735045,-638.6903855,0,1
M,10.25058419,-262.8288828,0,1
N,15.62832014,-487.4759942,0,0
N,13.97437716,-303.5076961,0,0
O,-2.476109568,256.2752669,0,0
O,-7.33942335,169.9981182,0,1
P,-8.774337148,-96.18171079,1,0
O,7.484116255,267.3355378,0,0
O,10.43219421,379.3088526,0,1
O,2.744644695,-14.78737245,0,1
O,-27.07914184,-75.19948955,0,0
N,-16.2409383,-380.9105735,0,1
M,10.88707992,-373.2946424,0,0
O,-18.98008506,170.6464319,0,1
O,0.29855406,407.1855941,0,1
N,27.87133284,-309.8839351,0,0
O,-9.1775069,36.39942364,0,0
M,13.85730758,-14.74380856,0,0
N,18.29000752,-210.1493168,0,1
N,34.10528456,-341.3231264,0,0
M,5.600262296,-173.00763,0,0
O,-26.600139,344.3996766,0,0
M,-1.810552252,-200.6654413,0,0
O,-11.81649644,438.9971836,0,1
P,10.62755347,-155.0937555,1,1
M,7.666850766,-561.9992026,0,0
N,20.45321323,-383.2964065,0,0
O,-12.49372848,270.1003855,0,1
N,11.21752122,-400.2150628,0,0
N,19.28428683,-80.72001986,0,0
O,8.229281348,377.5672564,0,1
M,9.800593786,-226.2952776,0,1
O,-31.43999238,-3.538831262,0,1
P,10.88978468,-222.5924797,0,1
M,22.7205726,-249.0970856,0,0
M,5.973195844,-22.79759603,0,0
N,37.45609005,-375.3440372,0,1
M,38.79281917,-381.5213557,0,1
M,6.15602067,-340.7381456,0,0
P,31.26767514,-17.8905659,1,0
M,24.35098456,-250.9638945,0,1
O,5.789749027,41.31575491,0,0
N,7.536196919,-565.4821329,0,0
M,15.11435016,-492.1944387,0,0
O,8.43955396,333.9615103,0,1
M,22.90799553,-198.6652913,0,0
N,12.88966081,-309.5354545,0,0
M,18.9834652,-411.2471142,0,0
M,11.91568798,-80.05236054,0,1
N,21.23124913,-341.0100996,0,0
P,31.27515501,-216.2732754,0,0
O,-9.569554972,121.6179919,0,0
P,9.545075485,12.1983493,1,1
N,16.30996039,-399.7874202,0,0
P,21.38454579,-123.2393453,1,1
N,32.69760267,-315.4424576,0,1
O,2.528630029,321.796568,0,0
P,24.37089327,7.447810193,0,1
O,-16.07328973,105.1868185,0,1
O,-15.34624969,251.1501139,0,0
M,9.74184501,-9.402041971,0,0
O,-13.68976332,-39.88015762,0,1
M,32.03492221,-518.393893,0,1
P,5.618225036,51.09030914,0,0
P,12.87286858,-85.22511606,1,1
P,-4.427184327,-117.8137714,0,0
N,15.70220575,-420.4602972,0,0
O,-0.583377464,412.3341322,0,0
M,20.6916949,-235.6011907,0,0
M,-0.157519961,-409.6115878,0,1
N,16.79266226,-407.2904324,0,0
M,20.51300772,-563.2660459,0,0
O,-7.603491489,515.3772849,0,0
M,12.38220926,-160.4910766,0,0
P,68.58426552,176.2894569,1,0
P,5.674714174,-212.4048127,1,0
P,19.75910412,-59.95209052,0,1
P,47.4350573,-373.4237099,1,1
N,3.04851894,-50.86592424,0,1
N,8.213832455,21.21593215,0,0
N,39.81340268,-395.8263864,0,0
P,18.70702578,-104.9635672,1,1
O,-1.004006529,499.0208371,0,0
P,10.91219,-4.661850892,0,1
O,-4.674465127,362.801662,0,1
M,11.77629226,-162.7600374,0,0
N,23.7589729,-228.3076485,0,1
O,-12.73295221,65.38908105,0,1
N,-0.76705424,-50.17419025,0,1
P,2.050677358,-321.7420232,1,1
P,-6.695215474,-316.6210081,1,1
M,12.18949099,-454.0545264,0,0
P,3.831465617,-210.1784857,0,0
M,10.02819327,-276.0573693,0,1
P,10.92102204,270.1089556,0,0
N,2.593901276,-471.4386705,0,0
O,5.027747306,179.4096025,0,1
N,-12.38753887,-124.6764734,0,0
P,-17.55422074,29.26955259,1,1
P,10.18906513,-159.4244485,1,1
O,-18.72589799,185.0527331,0,1
N,21.43670875,-341.5654705,0,0
M,21.54447041,3.091737594,0,0
N,37.98726061,-699.4692376,0,1
N,24.78909115,-282.3575463,0,0
N,14.00154435,-382.2717707,0,0
P,25.70147979,2.513535087,1,1
N,20.95382288,-338.2877475,0,1
O,-21.69872153,185.7987794,0,1
P,43.55281552,-176.868122,1,0
N,5.398483478,-57.76315139,0,0
P,-9.42504469,32.20626832,1,1
P,32.04126102,-309.4997462,1,0
M,12.96987636,-88.42292405,0,1
P,0.306753069,173.7425599,0,1
N,18.86370552,-96.7827863,0,0
N,25.09184283,-421.416593,0,0
O,-12.80132309,252.6724591,0,0
M,11.91869726,-145.5755598,0,0
P,20.46570747,26.73150037,0,1
O,-17.82786151,-107.4542207,0,0
N,-4.096528973,-305.4840645,0,1
N,40.96957312,-485.9255647,0,0
O,-15.3165003,87.56000455,0,0
O,-9.852951193,224.392679,0,0
O,-3.089108145,311.9115047,0,1
P,-27.30020727,-271.0165199,1,1
N,42.75961037,-547.9493785,0,0
N,2.435459054,-21.86312873,0,1
P,-7.236282185,-266.4572417,1,1
O,-19.50539145,223.4742707,0,0
P,4.467316071,25.93204345,0,1
N,27.74187839,49.76957768,0,1
P,-15.53731564,133.4581955,1,1
O,-8.33687404,240.1565393,0,1
M,8.824104994,-422.5174738,0,0
P,-1.478554201,-29.34540002,1,1
P,-4.876229322,113.8997865,1,0
M,7.900602068,-229.9173026,0,0
N,27.28999577,-125.3641342,0,1
P,24.34428331,-141.5908756,1,1
N,47.6623852,-438.9648119,0,1
O,-6.657769073,409.1236571,0,0
N,37.16836225,-290.2405218,0,0
P,27.19235624,84.16345156,0,0
M,24.07736711,-271.3657781,0,0
M,6.048671518,-215.323341,0,0
M,32.70302283,-414.7776423,0,0
O,-0.512049437,-13.99321758,0,0
P,30.06216109,-234.8169364,1,1
P,20.16811814,-22.59360057,1,1
P,-22.7146746,-48.15568798,1,1
O,-22.3846834,367.2895205,0,0
N,40.72227524,-393.4453511,0,1
N,20.10366345,-509.939732,0,1
N,12.82812152,-343.5255741,0,0
M,10.09883692,-424.7585784,0,1
N,-1.2499114,-145.3640073,0,0
M,22.4581672,-489.5552265,0,1
N,44.44521373,-153.3918793,0,0
O,5.921580162,655.8354146,0,0
N,-0.925019915,-167.6394076,0,0
N,23.69685558,-245.2950995,0,0
N,0.584628342,-522.4592628,0,1
O,-6.997547124,340.9190513,0,1
P,8.221043485,-154.7793399,1,1
M,-3.552491658,-382.6474189,0,1
M,14.17351401,-98.91211224,0,1
P,4.436336875,-124.5206562,0,0
O,-10.2440841,324.8355716,0,1
M,16.64862761,-234.1961305,0,0
M,-2.777209775,-241.6028954,0,1
N,-5.567261112,-408.5092333,0,1
M,18.4158774,26.44093946,0,0
O,-18.28366466,59.63763565,0,0
P,45.13140393,-173.8341656,1,1
P,1.398086747,16.58096274,1,0
M,31.09519297,-505.0385368,1,1
M,12.31466433,-347.8775196,0,1
M,15.90588016,-445.2843489,0,1
M,23.95337957,-237.2076642,0,0
P,17.86215,-177.2003458,0,0
O,-14.66304496,111.6996852,0,1
M,11.50955402,-368.7263099,0,0
M,23.41643304,-367.254392,0,0
P,-2.969505631,-322.0788397,0,0
P,-9.550785002,-252.1175861,0,0
N,38.87294413,-545.6684209,0,0
P,-19.56800228,-2.032159039,1,1
O,-4.04475387,279.6369089,0,0
M,27.92435221,-550.6273194,0,1
O,-17.05287855,-188.0544645,0,1
N,30.95909773,-395.483966,0,0
N,45.75468953,-502.8122581,0,1
O,-0.922431655,206.9464193,0,0
O,-2.052656828,413.8104408,0,0
N,13.20995287,-272.2957032,0,0
P,11.4515017,106.0519601,0,0
P,8.773588627,-226.9197541,0,1
O,-8.632731709,255.0940074,0,0
M,0.111529609,-314.9852441,0,1
M,26.63785022,-439.1873959,0,1
O,-13.21795115,-85.46225773,0,1
O,-23.45216881,335.3582585,0,1
O,-13.16764695,27.26733249,0,1
N,24.30301828,-190.484741,0,0
O,-5.370433388,238.0355747,0,0
M,23.62189534,-514.3922422,0,0
M,0.296665772,82.29575316,0,1
N,44.4903704,-405.6695675,0,0
O,-12.9865033,304.755686,0,0
P,4.079650879,-113.7178571,1,1
P,9.299078017,132.9650931,1,0
O,-1.899576589,391.8945818,0,1
P,10.75257046,100.5277373,0,1
M,9.377128706,-239.2832122,0,0
M,20.33758754,-352.4880343,0,1
N,50.23512331,-464.2901761,0,0
M,7.050858884,-8.706485871,0,0
P,22.39069121,-108.6239995,0,0
O,-11.88824349,310.8515603,0,1
P,22.23121145,-223.1967057,1,1
M,1.686707871,-115.6047971,0,0
M,23.60112957,-563.0856303,0,1
P,-59.24416546,-67.8988611,1,0
M,20.31940703,-417.3050818,0,0
O,-4.479534489,189.4657012,0,0
P,-27.22590607,-184.8411606,0,0
N,34.8116295,-141.8128388,0,1
M,4.66824045,-29.20105222,0,1
O,-13.04875257,-227.1215142,0,0
N,7.512364501,-391.1880477,0,0
N,-15.65292861,-105.9780757,0,0
P,-10.13811732,-171.9582775,1,0
N,15.96963364,-172.4448822,0,0
O,-7.265267639,224.95502,0,1
N,22.01389936,-325.1749264,0,1
P,13.5366845,188.4620182,1,1
P,-15.62997207,-68.5788659,1,1
N,5.259208255,-153.8065972,0,0
P,40.34417124,53.01753255,1,1
M,30.21576681,-506.2193575,0,1
O,-12.38563871,262.8323003,0,0
N,4.329639614,-359.7681086,0,0
M,16.67288646,-392.7698534,0,0
N,23.64569865,-431.7108521,1,0
M,18.47464071,-95.10484775,0,0
O,-4.164599688,139.9699816,0,0
N,-8.828261724,-460.969701,0,0
M,23.78063503,-287.5962027,0,1
O,-8.663024356,126.2168377,1,0
P,29.10753194,121.6701597,1,1
P,0.881187108,-187.0403383,1,1
P,6.741996888,-3.893989492,0,0
O,-19.19489317,379.4251929,0,0
M,17.80969846,-283.487009,0,1
O,-8.19840204,40.81953319,0,0
O,-3.1239608,-83.25797854,1,1
O,-13.58346882,405.163812,0,0
N,8.752629819,-536.0474643,0,1
P,37.96131967,-82.8710077,1,0
M,18.4124552,-318.9073189,0,0
O,-12.71899609,172.0159278,0,0
M,26.97187431,-423.2439795,0,0
N,32.61987567,-185.4136119,0,1
P,24.21178465,11.10447748,1,1
O,-8.09171225,267.033105,0,1
M,3.915223428,-492.6913454,0,0
N,33.3648479,-323.7161589,0,0
M,12.20087442,-393.2457047,1,0
P,-11.46858281,-157.6935145,1,1
M,1.523132293,-421.8320943,1,0
N,10.44443865,-442.3878412,0,0
N,-3.6847453,-279.0076375,0,0
P,-1.736152721,-25.86737065,0,0
N,20.76679515,-354.634547,0,0
M,29.31442626,16.74284104,0,1
M,9.3297839,-408.8417668,0,0
N,-6.430196551,-129.9416718,0,0
N,32.29855817,-261.0667029,1,1
P,11.12228038,-256.1089689,1,0
O,11.1974282,443.5317482,0,0
M,4.899839079,-345.3583139,0,1
N,-4.452527713,-269.0097007,0,0
M,25.46951677,-386.0187682,0,1
O,3.673145856,340.4643731,0,1
M,12.44031663,-333.1281569,0,1
O,-8.658442093,362.0892104,0,1
N,10.65619771,-252.2574799,0,1
O,1.536727894,198.1333464,0,0
N,51.03676611,-551.0790291,0,0
O,-11.73756111,356.6659558,0,1
O,-18.19545179,158.7468205,0,0
N,6.087714405,-286.868391,0,0
O,-20.57077093,60.9865569,0,0
P,-6.225508936,-94.80517185,0,1
M,27.63484056,-405.3867787,0,1
O,14.88702764,303.5716501,0,0
O,-15.35996208,33.72900809,0,1
N,19.96672537,-324.0963744,0,0
O,-4.099101768,152.45176,1,1
O,2.210243005,278.0334504,0,1
M,0.157690839,103.3226949,0,1
N,28.5912602,-577.0811429,0,0
P,1.386279485,-170.3239862,1,1
N,0.513666412,44.15752434,0,1
M,5.648473667,-175.5957668,0,1
O,-6.819973624,193.2668218,0,0
M,12.62412106,-256.084809,0,1
P,1.748475828,-143.2297809,1,1
M,20.116568,-210.7385651,0,0
P,-13.59649319,-157.5918223,0,0
P,32.54530926,-39.5963571,1,1
N,27.94320541,-444.8346004,0,0
P,30.54240633,107.5039007,1,1
M,17.07420939,-216.1879575,0,1
O,20.83886541,424.7466264,0,1
O,-14.16129902,138.4086843,0,1
M,21.60775973,-127.3969356,0,1
N,37.42314554,-442.5152278,0,1
N,39.57641741,-440.0593284,0,1
M,5.319929153,-285.7105194,0,1
P,-1.324140193,147.5668168,1,0
P,14.73072841,-26.4321891,1,0
M,28.92291749,16.07929338,0,1
M,44.01125757,-453.1200222,0,0
P,7.863036764,-128.8052833,1,1
P,7.192255035,150.1604033,1,0
P,3.770345369,118.1645372,1,1
N,0.848818122,-371.2365134,0,0
P,44.32189582,-93.69213586,1,1
O,-11.85761815,212.0515658,0,1
N,-15.90262465,-264.2189221,0,0
N,-16.14854577,-230.2546078,0,1
M,19.75053713,-401.5079301,0,0
N,20.77254162,-414.7996027,0,1
O,-4.773339391,123.3212965,0,1
M,20.54448841,-346.4311283,0,0
N,6.608972446,-366.6699705,0,0
O,-14.51163187,96.07902113,0,1
N,30.14029198,-505.1992347,0,1
N,11.61100451,-145.0044044,0,1
O,-3.633562016,189.51197,0,1
O,-5.68813015,377.5496925,0,1
N,3.890300736,-249.0879952,0,1
O,-24.36190497,24.36243265,0,1
P,-3.776422109,-195.2188143,1,0
P,-32.85833116,-80.31572424,1,1
N,28.61997414,-340.9198707,0,1
P,-25.94144738,48.61339179,1,1
N,24.11702042,-197.6463741,0,0
N,20.02882946,-388.6468803,0,0
P,7.348224345,-4.518588939,1,1
O,-15.64345013,150.6726751,0,0
M,8.480316821,-287.8366268,0,0
M,20.30039044,-272.4075009,0,1
M,23.81981055,-223.9240125,0,1
P,4.148893832,-52.48883339,1,0
M,28.87906248,-363.8147952,0,0
N,39.25497785,-274.0993829,0,0
O,-14.29615651,-71.82404756,0,0
O,-5.197792839,237.8609206,0,1
N,10.95291762,-459.4403286,0,0
M,15.28443999,-330.0277272,0,0
P,17.2317681,-3.34454107,1,1
N,42.70358529,-385.917107,0,0
N,23.4984651,-456.5215018,0,0
P,-15.18853514,-246.7242446,1,1
M,38.6073316,-242.3695147,0,1
O,-16.93633677,154.533103,0,0
N,24.9353808,-508.995084,0,0
O,-36.28621114,-242.5470047,0,1
N,20.8478526,-335.9277695,0,0
P,-15.7063873,52.96619011,1,0
N,-7.643652974,-52.5926606,0,1
N,42.96151934,-481.4952879,0,0
N,30.80049268,-338.5275643,0,0
N,35.37867118,-309.0760895,0,1
P,32.94508055,-119.7537315,0,0
N,31.23928293,-338.5694413,0,0
O,-10.89298055,125.6486604,0,1
N,32.1987613,-447.5046806,0,1
P,-5.968997049,-160.1402048,1,0
N,31.79265626,-283.3207174,0,0
N,7.414094584,-232.3832326,0,0
O,-20.26917451,271.9265796,0,0
N,14.6060338,-158.1095019,0,0
O,-1.938074634,-139.3585743,0,1
O,-7.263476979,334.1357849,0,1
O,-6.86130591,147.0725443,0,1
M,5.184649382,-251.0270867,0,0
O,-5.130069593,260.8314382,0,0
M,22.48621057,-493.6852884,0,0
N,11.94013494,-293.6063152,0,0
P,21.66447505,-101.9212085,1,0
O,-9.029867909,293.2889596,0,0
P,27.52105319,-73.5622065,1,0
P,43.8845855,-45.76244473,1,0
O,8.601257338,312.3932031,0,1
P,3.114028782,-155.84276,1,1
M,16.65007452,-281.5693392,1,1
P,4.444826863,-19.98892542,1,0
N,4.91640272,-491.3726798,0,1
M,14.9503977,-307.8890849,0,0
O,3.794062864,362.3105935,0,0
N,6.673902416,-198.3844151,0,1
N,26.33466018,-358.3885604,0,1
M,20.38136927,-365.12496,0,0
P,24.29856094,-91.5454261,0,1
O,0.524466819,490.7122568,0,1
M,14.25276304,-111.9568405,0,0
P,-12.93869302,8.604546708,1,1
O,-14.20648205,-180.6980733,0,0
O,-0.929293387,253.126041,0,1
O,-24.20897556,186.7811531,0,0
O,-9.797729932,-30.26197292,0,0
M,19.19681467,197.267349,0,0
O,-17.9770358,171.7081501,0,0
N,19.31701299,-392.8374236,0,1
O,-11.40862148,290.6911932,0,0
N,39.93485468,-357.8071213,0,0
M,16.0111047,-131.3208939,0,0
N,3.807729386,-178.2057684,0,1
N,13.38858945,-423.4660747,0,0
M,24.53628718,-162.4691369,0,0
M,11.19427235,-232.5950654,0,1
M,15.95493858,-269.9238595,0,1
O,0.796633935,358.3430957,0,0
N,17.89590399,-118.9526848,0,0
N,5.451994524,-214.3684723,0,1
N,3.534980863,-26.32790735,0,0
N,23.63622081,-173.3145077,0,1
M,17.75915492,-372.7711495,0,1
P,-0.612559668,-208.925431,1,1
M,16.36442252,-98.57729181,0,0
P,-26.15245659,43.22916543,1,1
M,19.1400964,-216.1742161,0,1
P,25.43827594,0.942694976,1,1
P,14.36004504,-1.295258923,1,0
